timestamp,side,mean_joint_error_rad,ee_pos_error_m,j1_orig,j2_orig,j3_orig,j4_orig,j5_orig,jg_orig,j1_sol,j2_sol,j3_sol,j4_sol,j5_sol,jg_sol
1772536821344872751,right,3.381304,0.005253,0.0898,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0901,-2.3872,-1.1966,1.3852,0.1617,-14.4637
1772536821346594292,left,3.241130,0.002145,0.0683,-1.1208,1.5382,0.1473,-0.0514,0.5309,0.0689,-2.3305,-1.1751,1.6511,-0.0523,-13.4875
1772536821348351424,right,3.399834,0.005123,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0899,-2.4041,-1.1821,1.4001,0.1608,-14.4646
1772536821363247939,left,3.230032,0.002122,0.0760,-1.1439,1.4868,0.0591,0.0008,0.5301,0.0700,-2.3344,-1.1882,1.5459,0.0009,-13.4916
1772536821365154084,right,3.381869,0.005304,0.0898,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0900,-2.3880,-1.1975,1.3848,0.1619,-14.4661
1772536821366788350,left,3.249553,0.000784,0.0698,-1.1208,1.5382,0.1458,-0.0468,0.5309,0.0697,-2.3347,-1.1948,1.6658,-0.0477,-13.4986
1772536821368671043,right,3.400698,0.005239,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0899,-2.4051,-1.1827,1.3998,0.1608,-14.4670
1772536821383532232,left,3.228558,0.002159,0.0760,-1.1439,1.4868,0.0299,0.0176,0.5301,0.0760,-2.3198,-1.1811,1.5214,0.0192,-13.5043
1772536821385300058,right,3.382463,0.005361,0.0898,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0900,-2.3890,-1.1981,1.3844,0.1619,-14.4685
1772536821386883107,left,3.249637,0.001236,0.0713,-1.1208,1.5382,0.1320,-0.0407,0.5309,0.0709,-2.3295,-1.1876,1.6500,-0.0415,-13.5131
1772536821388692529,right,3.396209,0.001130,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0895,-2.3731,-1.1702,1.4185,0.1610,-14.4639
1772536821404485068,left,3.224486,0.000935,0.0760,-1.1439,1.4868,-0.0008,0.0315,0.5301,0.0750,-2.3158,-1.1615,1.4757,0.0327,-13.5180
1772536821405474779,right,3.377839,0.005131,0.0898,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0897,-2.3596,-1.1839,1.4039,0.1619,-14.4651
1772536821407192152,left,3.246826,0.002201,0.0729,-1.1208,1.5382,0.1120,-0.0299,0.5309,0.0726,-2.3230,-1.1717,1.6208,-0.0309,-13.5280
1772536821409261367,right,3.396737,0.001767,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5562,0.0891,-2.3775,-1.1710,1.4156,0.1606,-14.4664
1772536821423820866,left,3.225789,0.000313,0.0760,-1.1439,1.4868,-0.0084,0.0345,0.5301,0.0754,-2.3181,-1.1584,1.4631,0.0347,-13.5330
1772536821425638966,right,3.378765,0.004953,0.0882,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0888,-2.3635,-1.1850,1.4009,0.1614,-14.4676
1772536821427275725,left,3.248784,0.002263,0.0729,-1.1224,1.5382,0.0905,-0.0222,0.5309,0.0728,-2.3244,-1.1709,1.5982,-0.0232,-13.5419
1772536821429164804,right,3.397782,0.002252,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0886,-2.3812,-1.1721,1.4127,0.1605,-14.4688
1772536821443465547,left,3.228934,0.001264,0.0760,-1.1439,1.4868,-0.0069,0.0345,0.5301,0.0750,-2.3128,-1.1603,1.4719,0.0360,-13.5463
1772536821445333087,right,3.379292,0.004869,0.0882,-1.2083,1.4392,-0.0667,0.1634,0.5554,0.0891,-2.3667,-1.1865,1.3975,0.1625,-14.4702
1772536821447088563,left,3.250312,0.002510,0.0713,-1.1224,1.5382,0.0598,-0.0100,0.5309,0.0706,-2.3208,-1.1679,1.5679,-0.0088,-13.5565
1772536821448999357,right,3.398517,0.002672,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0888,-2.3846,-1.1732,1.4097,0.1610,-14.4714
1772536821463547125,left,3.232677,0.001299,0.0729,-1.1439,1.4868,-0.0100,0.0345,0.5301,0.0739,-2.3154,-1.1651,1.4700,0.0342,-13.5613
1772536821465456168,right,3.380292,0.004787,0.0882,-1.2083,1.4392,-0.0667,0.1634,0.5570,0.0887,-2.3702,-1.1874,1.3949,0.1620,-14.4727
1772536821467089548,left,3.254608,0.001945,0.0729,-1.1208,1.5382,0.0322,0.0023,0.5309,0.0723,-2.3339,-1.1803,1.5368,0.0003,-13.5580
1772536821469118820,right,3.399246,0.003138,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0888,-2.3880,-1.1742,1.4072,0.1610,-14.4739
1772536821483331546,left,3.230226,0.001860,0.0683,-1.1439,1.4868,-0.0161,0.0345,0.5301,0.0675,-2.3085,-1.1591,1.4653,0.0345,-13.5584
1772536821485170893,right,3.381026,0.004766,0.0882,-1.2083,1.4392,-0.0667,0.1634,0.5570,0.0886,-2.3733,-1.1886,1.3924,0.1618,-14.4752
1772536821487038350,left,3.243566,0.004939,0.0713,-1.1208,1.5382,0.0107,0.0115,0.5309,0.0689,-2.3314,-1.1433,1.4850,0.0131,-13.5601
1772536821489009453,right,3.399611,0.003617,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0882,-2.3914,-1.1748,1.4056,0.1609,-14.4764
1772536821503123871,left,3.230810,0.000550,0.0606,-1.1439,1.4853,-0.0269,0.0361,0.5301,0.0604,-2.3219,-1.1567,1.4377,0.0367,-13.5693
1772536821505033145,right,3.381655,0.004783,0.0898,-1.2083,1.4392,-0.0667,0.1634,0.5570,0.0894,-2.3760,-1.1897,1.3903,0.1623,-14.4778
1772536821506582732,left,3.245054,0.006163,0.0729,-1.1208,1.5382,-0.0046,0.0176,0.5309,0.0694,-2.3416,-1.1424,1.4575,0.0190,-13.5711
1772536821544469610,left,3.236504,0.000799,0.0453,-1.1439,1.4853,-0.0514,0.0361,0.5286,0.0430,-2.3253,-1.1662,1.4179,0.0416,-13.5805
1772536821546237792,right,3.381759,0.004803,0.0882,-1.2083,1.4392,-0.0667,0.1634,0.5570,0.0885,-2.3780,-1.1878,1.3917,0.1632,-14.4781
1772536821547951936,left,3.261024,0.001416,0.0698,-1.1208,1.5382,-0.0245,0.0269,0.5309,0.0698,-2.3285,-1.1838,1.4921,0.0280,-13.5878
1772536821549847634,right,3.400663,0.003939,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0877,-2.3940,-1.1761,1.4030,0.1611,-14.4791
1772536821563228069,left,3.250985,0.005727,0.0407,-1.1439,1.4853,-0.0606,0.0376,0.5286,0.0326,-2.3105,-1.2067,1.4579,0.0407,-13.5891
1772536821565047403,right,3.382490,0.004818,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0885,-2.3787,-1.1908,1.3880,0.1630,-14.4805
1772536821566722778,left,3.268246,0.000278,0.0667,-1.1208,1.5382,-0.0276,0.0299,0.5309,0.0652,-2.3376,-1.2049,1.4982,0.0303,-13.5910
1772536821568606544,right,3.400995,0.004247,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0882,-2.3961,-1.1763,1.4026,0.1608,-14.4815
1772536821583515256,left,3.242129,0.002279,0.0391,-1.1439,1.4853,-0.0729,0.0376,0.5286,0.0380,-2.3172,-1.1792,1.4187,0.0376,-13.5937
1772536821585133953,right,3.383224,0.004868,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0888,-2.3803,-1.1915,1.3872,0.1628,-14.4829
1772536821586841700,left,3.255894,0.005369,0.0591,-1.1208,1.5382,-0.0338,0.0315,0.5309,0.0609,-2.3497,-1.1627,1.4402,0.0323,-13.5982
1772536821588765176,right,3.401633,0.004415,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0883,-2.3975,-1.1771,1.4019,0.1608,-14.4838
1772536821603202914,left,3.237003,0.001265,0.0391,-1.1423,1.4853,-0.0836,0.0391,0.5286,0.0391,-2.3112,-1.1608,1.3932,0.0388,-13.6013
1772536821604902170,right,3.383861,0.004920,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0888,-2.3816,-1.1923,1.3865,0.1627,-14.4853
1772536821606619995,left,3.260008,0.002090,0.0529,-1.1208,1.5382,-0.0430,0.0330,0.5309,0.0536,-2.3312,-1.1763,1.4612,0.0339,-13.5985
1772536821608442969,right,3.402444,0.004497,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0883,-2.3985,-1.1783,1.4006,0.1608,-14.4862
1772536821623848482,left,3.249969,0.005230,0.0376,-1.1423,1.4853,-0.0898,0.0407,0.5271,0.0381,-2.3082,-1.2014,1.4306,0.0405,-13.5993
1772536821625351702,right,3.384468,0.004972,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0888,-2.3830,-1.1932,1.3856,0.1628,-14.4876
1772536821627048546,left,3.263143,0.002197,0.0483,-1.1208,1.5382,-0.0552,0.0345,0.5309,0.0492,-2.3378,-1.1814,1.4522,0.0330,-13.6015
1772536821629187479,right,3.403074,0.004653,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0883,-2.3998,-1.1791,1.4000,0.1608,-14.4885
1772536821643503928,left,3.251762,0.004293,0.0361,-1.1408,1.4853,-0.0928,0.0407,0.5240,0.0349,-2.3163,-1.2041,1.4207,0.0428,-13.6048
1772536821645299333,right,3.384824,0.005028,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5554,0.0888,-2.3842,-1.1940,1.3849,0.1628,-14.4900
1772536821647149870,left,3.265397,0.002165,0.0453,-1.1208,1.5382,-0.0675,0.0361,0.5309,0.0438,-2.3411,-1.1860,1.4398,0.0378,-13.6066
1772536821649234389,right,3.403694,0.004776,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0883,-2.4009,-1.1797,1.3996,0.1608,-14.4909
1772536821663569942,left,3.253166,0.004516,0.0361,-1.1408,1.4853,-0.1036,0.0407,0.5224,0.0352,-2.3183,-1.2090,1.4112,0.0429,-13.6068
1772536821665326347,right,3.385428,0.005083,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5554,0.0888,-2.3852,-1.1947,1.3845,0.1628,-14.4923
1772536821667141976,left,3.266977,0.002055,0.0437,-1.1208,1.5382,-0.0783,0.0361,0.5309,0.0427,-2.3431,-1.1902,1.4309,0.0377,-13.6085
1772536821669102088,right,3.404125,0.004932,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0884,-2.4019,-1.1798,1.4002,0.1609,-14.4931
1772536821683472280,left,3.255550,0.005080,0.0376,-1.1408,1.4853,-0.1189,0.0422,0.5224,0.0389,-2.3183,-1.2151,1.4014,0.0441,-13.6095
1772536821685296567,right,3.386036,0.005134,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5554,0.0888,-2.3858,-1.1952,1.3848,0.1628,-14.4946
1772536821686920319,left,3.268292,0.001916,0.0422,-1.1208,1.5382,-0.0875,0.0376,0.5309,0.0425,-2.3443,-1.1937,1.4240,0.0385,-13.6109
1772536821688707312,right,3.404450,0.004965,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0884,-2.4023,-1.1804,1.4004,0.1609,-14.4954
1772536821704088030,left,3.257558,0.005433,0.0422,-1.1408,1.4853,-0.1312,0.0407,0.5224,0.0427,-2.3185,-1.2194,1.3961,0.0411,-13.6123
1772536821706503415,right,3.386617,0.005176,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5554,0.0888,-2.3863,-1.1958,1.3849,0.1628,-14.4968
1772536821708098166,left,3.269978,0.001312,0.0407,-1.1208,1.5382,-0.0982,0.0391,0.5309,0.0410,-2.3437,-1.1991,1.4163,0.0395,-13.6137
1772536821710069225,right,3.405286,0.005020,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0884,-2.4030,-1.1810,1.4004,0.1609,-14.4977
1772536821725512412,left,3.259224,0.005656,0.0453,-1.1408,1.4853,-0.1389,0.0407,0.5224,0.0450,-2.3195,-1.2231,1.3909,0.0411,-13.6153
1772536821726126185,right,3.386942,0.005221,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5539,0.0888,-2.3868,-1.1964,1.3849,0.1628,-14.4991
1772536821727588895,left,3.270766,0.000986,0.0407,-1.1224,1.5367,-0.1059,0.0391,0.5294,0.0409,-2.3443,-1.2023,1.4116,0.0391,-13.6166
1772536821729482176,right,3.405868,0.005088,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0884,-2.4036,-1.1816,1.4003,0.1609,-14.5000
1772536821743468947,left,3.260562,0.005669,0.0453,-1.1393,1.4853,-0.1435,0.0391,0.5224,0.0452,-2.3204,-1.2260,1.3863,0.0397,-13.6182
1772536821745195756,right,3.387520,0.005267,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5539,0.0888,-2.3875,-1.1971,1.3848,0.1628,-14.5014
1772536821746843695,left,3.272743,0.000932,0.0407,-1.1208,1.5367,-0.1151,0.0407,0.5294,0.0412,-2.3442,-1.2063,1.4052,0.0403,-13.6196
1772536821748603400,right,3.406147,0.005187,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0885,-2.4041,-1.1817,1.4009,0.1605,-14.5022
1772536821763363163,left,3.261877,0.005853,0.0468,-1.1393,1.4853,-0.1511,0.0376,0.5224,0.0479,-2.3214,-1.2290,1.3793,0.0377,-13.6207
1772536821764915802,right,3.388114,0.005298,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5539,0.0889,-2.3877,-1.1974,1.3852,0.1626,-14.5037
1772536821766611777,left,3.274202,0.000915,0.0437,-1.1208,1.5367,-0.1243,0.0391,0.5294,0.0444,-2.3452,-1.2093,1.3978,0.0386,-13.6222
1772536821768472558,right,3.406653,0.005198,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0885,-2.4043,-1.1821,1.4010,0.1605,-14.5045
1772536821783227615,left,3.263932,0.006201,0.0468,-1.1393,1.4853,-0.1649,0.0376,0.5224,0.0473,-2.3214,-1.2330,1.3714,0.0382,-13.6234
1772536821784909463,right,3.388619,0.005322,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5539,0.0890,-2.3879,-1.1978,1.3854,0.1626,-14.5060
1772536821786553436,left,3.274974,0.000984,0.0453,-1.1224,1.5367,-0.1320,0.0391,0.5278,0.0456,-2.3478,-1.2114,1.3914,0.0392,-13.6250
1772536821788323617,right,3.407115,0.005199,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0885,-2.4044,-1.1824,1.4011,0.1605,-14.5068
1772536821803556860,left,3.265370,0.006423,0.0468,-1.1393,1.4853,-0.1757,0.0376,0.5224,0.0483,-2.3225,-1.2365,1.3617,0.0374,-13.6256
1772536821805535616,right,3.388818,0.005338,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0890,-2.3881,-1.1980,1.3854,0.1626,-14.5083
1772536821807620219,left,3.275731,0.001428,0.0468,-1.1208,1.5367,-0.1396,0.0391,0.5247,0.0471,-2.3500,-1.2140,1.3826,0.0392,-13.6273
1772536821809954505,right,3.407540,0.005185,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0885,-2.4044,-1.1825,1.4012,0.1606,-14.5091
1772536821823796958,left,3.267214,0.006537,0.0468,-1.1408,1.4853,-0.1834,0.0361,0.5224,0.0494,-2.3249,-1.2387,1.3550,0.0395,-13.6284
1772536821825435038,right,3.389236,0.005344,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0889,-2.3881,-1.1982,1.3856,0.1626,-14.5105
1772536821827239546,left,3.276622,0.001422,0.0468,-1.1208,1.5367,-0.1473,0.0376,0.5232,0.0473,-2.3508,-1.2163,1.3758,0.0379,-13.6298
1772536821829444861,right,3.407944,0.005178,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0885,-2.4044,-1.1826,1.4013,0.1606,-14.5113
1772536821843794030,left,3.266531,0.006160,0.0468,-1.1408,1.4853,-0.1864,0.0361,0.5224,0.0480,-2.3284,-1.2380,1.3486,0.0362,-13.6296
1772536821845632519,right,3.389643,0.005348,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0889,-2.3881,-1.1982,1.3857,0.1626,-14.5128
1772536821847228213,left,3.277188,0.001833,0.0468,-1.1208,1.5367,-0.1534,0.0391,0.5232,0.0474,-2.3537,-1.2171,1.3678,0.0388,-13.6311
1772536821849170671,right,3.408339,0.005170,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0886,-2.4044,-1.1826,1.4014,0.1606,-14.5136
1772536821863256833,left,3.266848,0.005834,0.0468,-1.1393,1.4853,-0.1895,0.0330,0.5224,0.0492,-2.3309,-1.2380,1.3402,0.0318,-13.6304
1772536821864980304,right,3.389875,0.005346,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0899,-2.3880,-1.1983,1.3857,0.1629,-14.5151
1772536821866568720,left,3.277093,0.002360,0.0468,-1.1208,1.5351,-0.1596,0.0391,0.5232,0.0468,-2.3553,-1.2161,1.3608,0.0401,-13.6323
1772536821868328644,right,3.409748,0.005202,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0900,-2.4036,-1.1820,1.4029,0.1623,-14.5157
1772536821883373021,left,3.267085,0.005945,0.0468,-1.1408,1.4853,-0.1987,0.0345,0.5224,0.0492,-2.3315,-1.2384,1.3325,0.0344,-13.6320
1772536821885355139,right,3.390183,0.005329,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0900,-2.3871,-1.1978,1.3870,0.1633,-14.5172
1772536821887167082,left,3.277805,0.002400,0.0468,-1.1224,1.5351,-0.1672,0.0391,0.5232,0.0504,-2.3571,-1.2164,1.3529,0.0390,-13.6335
1772536821889345157,right,3.409013,0.004957,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0886,-2.4029,-1.1825,1.4029,0.1604,-14.5179
1772536821903556411,left,3.256075,0.002974,0.0468,-1.1393,1.4853,-0.2171,0.0345,0.5224,0.0447,-2.3364,-1.2023,1.2736,0.0366,-13.6344
1772536821905376860,right,3.390586,0.005309,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5524,0.0900,-2.3865,-1.1981,1.3871,0.1629,-14.5194
1772536821906960822,left,3.264863,0.006155,0.0468,-1.1208,1.5351,-0.1718,0.0391,0.5232,0.0479,-2.3634,-1.1781,1.3007,0.0400,-13.6357
1772536821908785771,right,3.409596,0.004823,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5562,0.0884,-2.4027,-1.1835,1.4015,0.1608,-14.5203
1772536821923410227,left,3.251768,0.003562,0.0483,-1.1393,1.4853,-0.2463,0.0345,0.5224,0.0555,-2.3113,-1.1896,1.2480,0.0301,-13.6354
1772536821925473619,right,3.391179,0.005317,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5539,0.0898,-2.3870,-1.1985,1.3864,0.1630,-14.5217
1772536821926801887,left,3.266623,0.001701,0.0468,-1.1208,1.5351,-0.1795,0.0391,0.5232,0.0474,-2.3345,-1.1830,1.3243,0.0418,-13.6376
1772536821928806368,right,3.409887,0.005063,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0898,-2.4041,-1.1832,1.4014,0.1609,-14.5226
1772536821943325526,left,3.252208,0.002221,0.0514,-1.1408,1.4853,-0.2831,0.0345,0.5224,0.0508,-2.3269,-1.1903,1.2061,0.0356,-13.6382
1772536821945093692,right,3.392192,0.005361,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5554,0.0894,-2.3880,-1.1985,1.3860,0.1626,-14.5241
1772536821946850040,left,3.266718,0.001410,0.0468,-1.1208,1.5351,-0.1887,0.0376,0.5232,0.0473,-2.3276,-1.1821,1.3214,0.0364,-13.6413
1772536821948652198,right,3.410256,0.005065,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5562,0.0899,-2.4041,-1.1831,1.4014,0.1610,-14.5248
1772536821963307906,left,3.267016,0.013014,0.0529,-1.1408,1.4853,-0.3076,0.0376,0.5224,0.0535,-2.2745,-1.2358,1.2668,0.0408,-13.6467
1772536821965087216,right,3.392664,0.005356,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0903,-2.3879,-1.1985,1.3860,0.1628,-14.5262
1772536821966874672,left,3.274317,0.000536,0.0483,-1.1224,1.5351,-0.2010,0.0361,0.5232,0.0496,-2.3424,-1.2026,1.3022,0.0378,-13.6587
1772536821968820030,right,3.411564,0.005139,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0915,-2.4034,-1.1822,1.4027,0.1622,-14.5269
1772536821983227513,left,3.265445,0.004131,0.0529,-1.1439,1.4853,-0.3092,0.0407,0.5224,0.0526,-2.3543,-1.2164,1.1816,0.0373,-13.6636
1772536821985468118,right,3.392952,0.005331,0.0898,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0906,-2.3871,-1.1979,1.3870,0.1631,-14.5284
1772536821986899116,left,3.274330,0.001490,0.0499,-1.1208,1.5351,-0.2179,0.0361,0.5232,0.0463,-2.3242,-1.1879,1.2998,0.0343,-13.6736
1772536821988711372,right,3.411206,0.005028,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0898,-2.4038,-1.1831,1.4015,0.1609,-14.5293
1772536822003133912,left,3.267946,0.003643,0.0499,-1.1439,1.4853,-0.3092,0.0422,0.5224,0.0474,-2.3391,-1.2125,1.1964,0.0435,-13.6829
1772536822004886608,right,3.393520,0.005348,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0894,-2.3878,-1.1984,1.3861,0.1626,-14.5307
1772536822006582895,left,3.282095,0.008981,0.0514,-1.1224,1.5351,-0.2378,0.0361,0.5232,0.0556,-2.3955,-1.1996,1.2180,0.0338,-13.6992
1772536822008342003,right,3.412069,0.004986,0.0898,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0909,-2.4025,-1.1822,1.4032,0.1619,-14.5312
1772536822023690618,left,3.263463,0.002947,0.0483,-1.1439,1.4853,-0.3092,0.0437,0.5224,0.0482,-2.3227,-1.1930,1.1896,0.0443,-13.7018
1772536822025650799,right,3.393710,0.005303,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0896,-2.3863,-1.1977,1.3876,0.1630,-14.5327
1772536822027290930,left,3.279832,0.001542,0.0514,-1.1224,1.5351,-0.2562,0.0361,0.5232,0.0487,-2.3405,-1.1898,1.2475,0.0321,-13.7023
1772536822029287911,right,3.411880,0.004948,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0897,-2.4033,-1.1829,1.4020,0.1609,-14.5336
1772536822043462343,left,3.270981,0.005677,0.0453,-1.1439,1.4853,-0.3092,0.0422,0.5224,0.0452,-2.3165,-1.2152,1.2152,0.0443,-13.7037
1772536822045258025,right,3.394205,0.005330,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0894,-2.3872,-1.1982,1.3866,0.1626,-14.5351
1772536822046891391,left,3.280997,0.002075,0.0499,-1.1208,1.5336,-0.2670,0.0376,0.5232,0.0490,-2.3433,-1.1924,1.2391,0.0398,-13.7052
1772536822048695121,right,3.412342,0.005050,0.0898,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0898,-2.4040,-1.1831,1.4014,0.1609,-14.5359
1772536822063248839,left,3.271970,0.004985,0.0437,-1.1439,1.4868,-0.3122,0.0422,0.5224,0.0450,-2.3219,-1.2146,1.2099,0.0438,-13.7050
1772536822065127274,right,3.394650,0.005355,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0894,-2.3879,-1.1985,1.3860,0.1626,-14.5374
1772536822066722318,left,3.281668,0.001686,0.0468,-1.1224,1.5321,-0.2793,0.0376,0.5232,0.0462,-2.3438,-1.1959,1.2286,0.0404,-13.7061
1772536822068738897,right,3.412749,0.005102,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0886,-2.4040,-1.1828,1.4019,0.1605,-14.5382
1772536822083290109,left,3.272596,0.004791,0.0407,-1.1439,1.4853,-0.3138,0.0422,0.5224,0.0447,-2.3242,-1.2153,1.2071,0.0424,-13.7070
1772536822084899474,right,3.394965,0.005351,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0890,-2.3877,-1.1984,1.3863,0.1626,-14.5396
1772536822087017694,left,3.282228,0.001705,0.0453,-1.1224,1.5321,-0.2839,0.0391,0.5232,0.0448,-2.3452,-1.1980,1.2238,0.0399,-13.7082
1772536822124686797,left,3.272301,0.004508,0.0391,-1.1439,1.4853,-0.3122,0.0437,0.5240,0.0397,-2.3275,-1.2154,1.2035,0.0438,-13.7091
1772536822126686593,right,3.395035,0.005529,0.0882,-1.2083,1.4392,-0.0667,0.1649,0.5570,0.0892,-2.3897,-1.1963,1.3881,0.1642,-14.5398
1772536822128202548,left,3.284198,0.001862,0.0437,-1.1224,1.5321,-0.2915,0.0391,0.5232,0.0416,-2.3470,-1.2003,1.2175,0.0425,-13.7104
1772536822130058317,right,3.417153,0.000723,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0901,-2.3770,-1.1880,1.4293,0.1598,-14.5572
1772536822143284055,left,3.273812,0.004350,0.0391,-1.1439,1.4853,-0.3138,0.0453,0.5240,0.0410,-2.3305,-1.2165,1.2009,0.0431,-13.7117
1772536822145105392,right,3.399526,0.006118,0.0882,-1.2083,1.4392,-0.0652,0.1649,0.5570,0.0899,-2.3652,-1.2002,1.4157,0.1620,-14.5584
1772536822146712848,left,3.284724,0.002154,0.0437,-1.1224,1.5321,-0.2915,0.0391,0.5232,0.0412,-2.3499,-1.2017,1.2144,0.0416,-13.7130
1772536822148583657,right,3.417663,0.001686,0.0882,-1.1769,1.5067,-0.0614,0.1603,0.5577,0.0882,-2.3831,-1.1870,1.4272,0.1604,-14.5597
1772536822164542205,left,3.273962,0.004176,0.0376,-1.1439,1.4868,-0.3153,0.0545,0.5240,0.0380,-2.3333,-1.2172,1.1950,0.0543,-13.7155
1772536822166720736,right,3.399584,0.005854,0.0898,-1.2083,1.4392,-0.0637,0.1634,0.5570,0.0892,-2.3697,-1.2005,1.4126,0.1618,-14.5609
1772536822168152718,left,3.285542,0.002859,0.0422,-1.1208,1.5321,-0.2915,0.0391,0.5232,0.0387,-2.3518,-1.2006,1.2122,0.0415,-13.7168
1772536822170056813,right,3.418516,0.002212,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0881,-2.3868,-1.1878,1.4235,0.1604,-14.5623
1772536822183446227,left,3.274729,0.004011,0.0422,-1.1439,1.4868,-0.3153,0.0575,0.5240,0.0415,-2.3347,-1.2164,1.1921,0.0588,-13.7209
1772536822185355685,right,3.399875,0.005749,0.0898,-1.2083,1.4392,-0.0637,0.1634,0.5570,0.0900,-2.3730,-1.2015,1.4087,0.1628,-14.5636
1772536822187086295,left,3.285998,0.003241,0.0407,-1.1208,1.5321,-0.2931,0.0391,0.5232,0.0395,-2.3536,-1.1999,1.2099,0.0379,-13.7228
1772536822189022156,right,3.419060,0.002609,0.0882,-1.1769,1.5067,-0.0629,0.1603,0.5577,0.0882,-2.3901,-1.1887,1.4197,0.1600,-14.5649
1772536822203378098,left,3.264533,0.001426,0.0422,-1.1439,1.4868,-0.3138,0.0575,0.5240,0.0429,-2.3304,-1.1790,1.1660,0.0563,-13.7291
1772536822205039220,right,3.400139,0.005607,0.0898,-1.2083,1.4392,-0.0621,0.1619,0.5554,0.0891,-2.3770,-1.2017,1.4059,0.1610,-14.5662
